CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,CustNum,Date,Product,Quantity,Price,Customer_ID,Region,Total_Sales
C00072,68,153,1930,One year,Electronic Check,Yes,0,0,72,2024-03-12,Headphones,8.0,18964.0,CUST072,East,151712.0
C00073,13,125,3696,Two year,Credit Card,No,1,0,73,2024-03-13,Headphones,7.0,49930.0,CUST073,West,349510.0
C00074,2,152,2038,Month-to-month,Bank Transfer,No,0,1,74,2024-03-14,Tablet,4.0,17512.0,CUST074,South,70048.0
C00075,70,77,7593,Two year,Electronic Check,Yes,0,0,75,2024-03-15,Monitor,6.0,23381.0,CUST075,North,140286.0
C00076,35,170,936,One year,Bank Transfer,Yes,0,0,76,2024-03-16,Phone,5.0,16596.0,CUST076,South,82980.0
C00077,4,43,7302,Month-to-month,Credit Card,Yes,0,1,77,2024-03-17,Laptop,7.0,2603.0,CUST077,South,18221.0
C00078,41,109,7937,Two year,Bank Transfer,Yes,1,0,78,2024-03-18,Tablet,9.0,26110.0,CUST078,East,234990.0
C00079,8,95,3792,One year,Bank Transfer,Yes,1,0,79,2024-03-19,Tablet,9.0,19425.0,CUST079,North,174825.0
C00080,47,138,6406,Two year,Credit Card,Yes,0,0,80,2024-03-20,Phone,4.0,49101.0,CUST080,South,196404.0
C00081,35,139,5211,Two year,Bank Transfer,No,0,0,81,2024-03-21,Laptop,4.0,28098.0,CUST081,East,112392.0
C00082,30,162,3917,One year,Credit Card,No,0,0,82,2024-03-22,Headphones,2.0,48769.0,CUST082,South,97538.0
C00083,27,142,1908,Two year,Bank Transfer,No,1,0,83,2024-03-23,Laptop,8.0,43861.0,CUST083,North,350888.0
C00084,50,141,4412,Month-to-month,Credit Card,No,0,0,84,2024-03-24,Phone,8.0,40518.0,CUST084,South,324144.0
C00085,51,136,4725,Two year,Bank Transfer,Yes,1,0,85,2024-03-25,Laptop,3.0,7455.0,CUST085,South,22365.0
C00086,63,29,7685,Two year,Credit Card,Yes,1,0,86,2024-03-26,Monitor,7.0,11591.0,CUST086,North,81137.0
C00087,43,103,2856,One year,Electronic Check,No,1,0,87,2024-03-27,Tablet,4.0,3839.0,CUST087,West,15356.0
C00088,40,108,2650,One year,Electronic Check,No,1,0,88,2024-03-28,Phone,6.0,4578.0,CUST088,West,27468.0
C00089,41,177,4075,One year,Bank Transfer,Yes,0,0,89,2024-03-29,Laptop,6.0,38037.0,CUST089,North,228222.0
C00090,21,126,7735,One year,Credit Card,Yes,0,0,90,2024-03-30,Monitor,4.0,9483.0,CUST090,East,37932.0
C00091,3,188,2422,Two year,Credit Card,No,1,0,91,2024-03-31,Laptop,1.0,7148.0,CUST091,North,7148.0
C00092,42,122,1294,Two year,Bank Transfer,No,0,0,92,2024-04-01,Tablet,5.0,30531.0,CUST092,South,152655.0
C00093,18,29,7469,Month-to-month,Electronic Check,Yes,0,0,93,2024-04-02,Headphones,6.0,42813.0,CUST093,South,256878.0
C00094,55,193,4344,Two year,Bank Transfer,No,1,0,94,2024-04-03,Laptop,6.0,16667.0,CUST094,South,100002.0
C00095,21,140,3171,One year,Electronic Check,No,1,0,95,2024-04-04,Tablet,7.0,19507.0,CUST095,West,136549.0
C00096,20,150,1780,Month-to-month,Electronic Check,Yes,0,0,96,2024-04-05,Tablet,8.0,20770.0,CUST096,North,166160.0
C00097,15,40,510,Month-to-month,Bank Transfer,No,0,0,97,2024-04-06,Headphones,1.0,7647.0,CUST097,West,7647.0
C00098,42,172,1168,Month-to-month,Bank Transfer,No,1,0,98,2024-04-07,Tablet,5.0,27196.0,CUST098,East,135980.0
C00099,10,143,3353,Two year,Electronic Check,No,1,1,99,2024-04-08,Monitor,1.0,30717.0,CUST099,North,30717.0
C00100,39,84,7566,One year,Electronic Check,No,1,0,100,2024-04-09,Headphones,5.0,23376.0,CUST100,South,116880.0
C00101,66,170,1059,Month-to-month,Electronic Check,No,1,0,101,,,,,,,
C00102,50,130,1087,One year,Electronic Check,Yes,1,0,102,,,,,,,
C00103,44,78,6369,One year,Bank Transfer,Yes,1,0,103,,,,,,,
C00104,7,39,6651,One year,Electronic Check,Yes,1,0,104,,,,,,,
C00105,3,115,5547,Two year,Bank Transfer,No,0,1,105,,,,,,,
C00106,21,75,7026,Two year,Bank Transfer,Yes,1,0,106,,,,,,,
C00107,3,59,7111,Month-to-month,Credit Card,Yes,1,1,107,,,,,,,
C00108,18,56,7925,One year,Electronic Check,No,0,0,108,,,,,,,
C00109,48,152,4042,One year,Electronic Check,Yes,1,0,109,,,,,,,
C00110,32,24,2939,Two year,Electronic Check,Yes,1,0,110,,,,,,,
C00111,41,88,3461,One year,Bank Transfer,Yes,1,0,111,,,,,,,
C00112,55,87,3353,Two year,Credit Card,No,1,0,112,,,,,,,
C00113,15,102,1746,Month-to-month,Credit Card,No,1,0,113,,,,,,,
C00114,31,111,2539,Month-to-month,Credit Card,No,0,0,114,,,,,,,
C00115,33,160,2315,One year,Bank Transfer,No,0,0,115,,,,,,,
C00116,70,164,5320,One year,Credit Card,No,0,0,116,,,,,,,
C00117,14,187,2225,Two year,Electronic Check,Yes,0,0,117,,,,,,,
C00118,35,98,4023,Two year,Bank Transfer,Yes,0,0,118,,,,,,,
C00119,56,83,562,Month-to-month,Bank Transfer,Yes,0,0,119,,,,,,,
C00120,62,75,2451,One year,Credit Card,No,0,0,120,,,,,,,
C00121,30,107,6906,One year,Credit Card,Yes,1,0,121,,,,,,,
C00122,15,147,2687,One year,Electronic Check,No,0,0,122,,,,,,,
C00123,41,114,2419,Two year,Bank Transfer,No,1,0,123,,,,,,,
C00124,27,50,2751,Two year,Electronic Check,Yes,1,0,124,,,,,,,
C00125,4,177,950,Month-to-month,Credit Card,Yes,0,1,125,,,,,,,
C00126,62,183,7208,Two year,Electronic Check,Yes,1,0,126,,,,,,,
C00127,31,62,5887,One year,Bank Transfer,No,1,0,127,,,,,,,
C00128,13,137,7128,One year,Bank Transfer,Yes,0,0,128,,,,,,,
C00129,20,179,2692,Month-to-month,Bank Transfer,Yes,1,0,129,,,,,,,
C00130,8,174,3979,Two year,Credit Card,Yes,0,1,130,,,,,,,
C00131,2,125,7858,Month-to-month,Electronic Check,No,1,1,131,,,,,,,
C00132,3,79,891,Month-to-month,Credit Card,No,1,1,132,,,,,,,
C00133,48,92,5908,Two year,Bank Transfer,Yes,0,0,133,,,,,,,
C00134,15,28,6569,Month-to-month,Credit Card,No,1,0,134,,,,,,,
C00135,64,101,5706,Month-to-month,Bank Transfer,Yes,1,0,135,,,,,,,
C00136,52,152,4318,Two year,Bank Transfer,Yes,0,0,136,,,,,,,
C00137,10,134,4476,Month-to-month,Electronic Check,No,0,1,137,,,,,,,
C00138,30,188,4095,Two year,Electronic Check,Yes,0,0,138,,,,,,,
C00139,27,67,3567,Month-to-month,Credit Card,Yes,1,0,139,,,,,,,
C00140,2,184,5021,One year,Electronic Check,Yes,1,1,140,,,,,,,
C00141,46,112,6817,Two year,Electronic Check,No,0,0,141,,,,,,,
C00142,11,115,1713,Two year,Bank Transfer,Yes,1,1,142,,,,,,,
C00143,64,167,3677,Month-to-month,Bank Transfer,No,0,0,143,,,,,,,
C00144,65,47,5540,One year,Bank Transfer,Yes,1,0,144,,,,,,,
C00145,21,173,7651,Two year,Bank Transfer,Yes,0,0,145,,,,,,,
C00146,29,42,2058,One year,Credit Card,No,1,0,146,,,,,,,
C00147,6,133,7448,One year,Credit Card,No,0,1,147,,,,,,,
C00148,34,24,2004,Two year,Bank Transfer,Yes,1,0,148,,,,,,,
C00149,20,114,1250,One year,Bank Transfer,Yes,0,0,149,,,,,,,
C00150,42,132,3139,Month-to-month,Electronic Check,No,0,0,150,,,,,,,
C00151,5,105,5965,One year,Credit Card,No,0,1,151,,,,,,,
C00152,45,139,7654,Month-to-month,Credit Card,No,1,0,152,,,,,,,
C00153,21,156,6366,Two year,Electronic Check,No,0,0,153,,,,,,,
C00154,37,158,3355,Two year,Electronic Check,No,0,0,154,,,,,,,
C00155,68,40,5920,Month-to-month,Bank Transfer,Yes,1,0,155,,,,,,,
C00156,26,148,4601,One year,Bank Transfer,Yes,0,0,156,,,,,,,
C00157,26,78,5632,Two year,Electronic Check,Yes,1,0,157,,,,,,,
C00158,1,86,7217,Two year,Bank Transfer,Yes,0,0,158,,,,,,,
C00159,47,182,3250,One year,Electronic Check,No,1,0,159,,,,,,,
C00160,30,154,4096,One year,Bank Transfer,Yes,0,0,160,,,,,,,
C00161,51,78,984,Month-to-month,Electronic Check,Yes,1,0,161,,,,,,,
C00162,13,90,347,One year,Electronic Check,Yes,0,0,162,,,,,,,
C00163,64,185,3916,One year,Credit Card,Yes,1,0,163,,,,,,,
C00164,60,171,220,Month-to-month,Credit Card,No,1,0,164,,,,,,,
C00165,69,48,3419,One year,Bank Transfer,Yes,1,0,165,,,,,,,
C00166,40,105,791,One year,Credit Card,Yes,0,0,166,,,,,,,
C00167,23,110,6723,Two year,Bank Transfer,Yes,1,0,167,,,,,,,
C00168,42,80,5832,One year,Electronic Check,No,1,0,168,,,,,,,
C00169,13,99,2938,Month-to-month,Credit Card,No,0,0,169,,,,,,,
C00170,24,84,6882,One year,Credit Card,Yes,0,0,170,,,,,,,
C00171,22,61,5363,Two year,Bank Transfer,Yes,1,0,171,,,,,,,
C00172,10,115,3717,One year,Electronic Check,Yes,0,1,172,,,,,,,
C00173,62,160,1811,Month-to-month,Credit Card,Yes,1,0,173,,,,,,,
C00174,5,145,1090,Month-to-month,Credit Card,No,1,1,174,,,,,,,
C00175,20,76,6396,Two year,Credit Card,Yes,1,0,175,,,,,,,
C00176,68,67,1797,Two year,Electronic Check,No,1,0,176,,,,,,,
C00177,42,50,279,One year,Electronic Check,No,0,0,177,,,,,,,
C00178,3,180,3232,One year,Bank Transfer,No,0,0,178,,,,,,,
C00179,68,193,3285,One year,Credit Card,No,0,0,179,,,,,,,
C00180,52,39,3233,Two year,Credit Card,Yes,1,0,180,,,,,,,
C00181,4,135,4742,Month-to-month,Credit Card,No,1,1,181,,,,,,,
C00182,13,64,4297,Month-to-month,Bank Transfer,Yes,1,0,182,,,,,,,
C00183,56,151,735,Two year,Credit Card,Yes,1,0,183,,,,,,,
C00184,61,29,2290,One year,Credit Card,Yes,0,0,184,,,,,,,
C00185,47,130,2289,Month-to-month,Bank Transfer,Yes,0,0,185,,,,,,,
C00186,59,93,7342,Month-to-month,Bank Transfer,No,0,0,186,,,,,,,
C00187,47,199,6905,Two year,Electronic Check,Yes,1,0,187,,,,,,,
C00188,49,163,3776,One year,Bank Transfer,No,0,0,188,,,,,,,
C00189,31,100,4971,One year,Electronic Check,Yes,0,0,189,,,,,,,
C00190,52,185,7330,Two year,Credit Card,Yes,0,0,190,,,,,,,
C00191,46,51,466,One year,Bank Transfer,Yes,0,0,191,,,,,,,
C00192,43,31,7992,Month-to-month,Credit Card,No,0,0,192,,,,,,,
C00193,65,158,3712,One year,Credit Card,No,0,0,193,,,,,,,
C00194,71,138,6231,Month-to-month,Electronic Check,No,0,0,194,,,,,,,
C00195,27,121,4317,One year,Bank Transfer,No,0,0,195,,,,,,,
C00196,30,133,3029,Month-to-month,Credit Card,Yes,1,0,196,,,,,,,
C00197,37,152,2750,One year,Credit Card,No,0,0,197,,,,,,,
C00198,37,34,6987,Month-to-month,Electronic Check,No,1,0,198,,,,,,,
C00199,3,63,1535,Two year,Electronic Check,No,0,0,199,,,,,,,
C00200,42,143,7310,One year,Electronic Check,Yes,0,0,200,,,,,,,
C00201,50,170,3185,Two year,Electronic Check,No,0,0,201,,,,,,,
C00202,50,169,159,One year,Bank Transfer,No,0,0,202,,,,,,,
C00203,29,189,5035,One year,Credit Card,Yes,1,0,203,,,,,,,
C00204,15,55,5421,Two year,Credit Card,No,0,0,204,,,,,,,
C00205,69,40,3396,Month-to-month,Credit Card,Yes,0,0,205,,,,,,,
C00206,69,94,5765,Month-to-month,Electronic Check,Yes,0,0,206,,,,,,,
C00207,57,32,4351,One year,Bank Transfer,No,0,0,207,,,,,,,
C00208,70,171,4801,Month-to-month,Electronic Check,No,0,0,208,,,,,,,
C00209,46,199,4023,Month-to-month,Electronic Check,Yes,0,0,209,,,,,,,
C00210,65,82,7742,Two year,Credit Card,Yes,0,0,210,,,,,,,
C00211,65,113,2956,Month-to-month,Credit Card,Yes,0,0,211,,,,,,,
C00212,51,160,4278,Two year,Credit Card,No,1,0,212,,,,,,,
C00213,44,59,1893,Month-to-month,Credit Card,Yes,0,0,213,,,,,,,
C00214,7,142,3099,Month-to-month,Bank Transfer,No,1,1,214,,,,,,,
C00215,59,29,1393,One year,Electronic Check,Yes,0,0,215,,,,,,,
C00216,8,102,2161,One year,Bank Transfer,Yes,1,0,216,,,,,,,
C00217,10,152,5250,Month-to-month,Credit Card,Yes,1,1,217,,,,,,,
C00218,67,182,6193,Two year,Bank Transfer,Yes,0,0,218,,,,,,,
C00219,45,177,3091,One year,Bank Transfer,No,0,0,219,,,,,,,
C00220,33,198,2226,Two year,Bank Transfer,Yes,0,0,220,,,,,,,
C00221,57,118,5412,Two year,Credit Card,No,1,0,221,,,,,,,
C00222,67,37,1247,Month-to-month,Credit Card,No,1,0,222,,,,,,,
C00223,31,70,1256,Month-to-month,Credit Card,No,0,0,223,,,,,,,
C00224,19,43,6118,One year,Electronic Check,Yes,0,0,224,,,,,,,
C00225,40,156,7024,One year,Electronic Check,No,0,0,225,,,,,,,
C00226,24,142,7012,One year,Credit Card,Yes,0,0,226,,,,,,,
C00227,57,123,5830,Month-to-month,Bank Transfer,Yes,0,0,227,,,,,,,
C00228,53,183,4023,Two year,Electronic Check,Yes,1,0,228,,,,,,,
C00229,24,32,1635,One year,Bank Transfer,No,1,0,229,,,,,,,
C00230,32,149,5477,Two year,Bank Transfer,No,1,0,230,,,,,,,
C00231,33,99,3225,One year,Credit Card,No,1,0,231,,,,,,,
C00232,20,151,2681,One year,Credit Card,No,1,0,232,,,,,,,
C00233,12,52,7459,Two year,Electronic Check,No,0,0,233,,,,,,,
C00234,61,24,217,One year,Electronic Check,No,1,0,234,,,,,,,
C00235,65,94,7183,One year,Bank Transfer,No,1,0,235,,,,,,,
C00236,13,115,6305,Two year,Credit Card,No,1,0,236,,,,,,,
C00237,61,51,810,One year,Bank Transfer,No,0,0,237,,,,,,,
C00238,33,151,6705,Month-to-month,Bank Transfer,No,1,0,238,,,,,,,
C00239,21,138,6404,Two year,Credit Card,Yes,1,0,239,,,,,,,
C00240,56,108,6378,Two year,Bank Transfer,Yes,1,0,240,,,,,,,
C00241,69,121,7669,One year,Electronic Check,Yes,0,0,241,,,,,,,
C00242,16,196,7704,Two year,Electronic Check,No,0,0,242,,,,,,,
C00243,28,33,1099,Two year,Credit Card,No,1,0,243,,,,,,,
C00244,53,123,4561,One year,Bank Transfer,Yes,1,0,244,,,,,,,
C00245,23,104,2991,Two year,Electronic Check,No,0,0,245,,,,,,,
C00246,15,60,3032,Month-to-month,Bank Transfer,No,1,0,246,,,,,,,
C00247,43,130,6856,One year,Bank Transfer,No,0,0,247,,,,,,,
C00248,60,48,4747,One year,Bank Transfer,No,1,0,248,,,,,,,
C00249,48,79,3083,One year,Bank Transfer,Yes,1,0,249,,,,,,,
C00250,58,90,3841,Two year,Electronic Check,No,1,0,250,,,,,,,
C00251,24,48,1639,Month-to-month,Electronic Check,Yes,0,0,251,,,,,,,
C00252,9,138,515,Two year,Credit Card,No,0,1,252,,,,,,,
C00253,55,71,1965,Two year,Credit Card,Yes,1,0,253,,,,,,,
C00254,26,182,3882,Month-to-month,Electronic Check,Yes,0,0,254,,,,,,,
C00255,31,88,4230,Two year,Electronic Check,No,1,0,255,,,,,,,
C00256,29,178,7961,Two year,Electronic Check,Yes,0,0,256,,,,,,,
C00257,65,30,6769,Month-to-month,Credit Card,No,0,0,257,,,,,,,
C00258,50,120,1839,Two year,Credit Card,Yes,0,0,258,,,,,,,
C00259,54,191,6674,Two year,Credit Card,No,1,0,259,,,,,,,
C00260,31,85,1935,One year,Electronic Check,Yes,0,0,260,,,,,,,
C00261,49,41,7108,Two year,Bank Transfer,Yes,1,0,261,,,,,,,
C00262,44,176,4069,Two year,Bank Transfer,No,0,0,262,,,,,,,
C00263,1,39,2429,Month-to-month,Credit Card,Yes,1,1,263,,,,,,,
C00264,71,156,812,One year,Credit Card,No,0,0,264,,,,,,,
C00265,34,172,1619,Two year,Electronic Check,Yes,1,0,265,,,,,,,
C00266,6,115,1677,Two year,Bank Transfer,Yes,1,0,266,,,,,,,
C00267,29,92,1792,Month-to-month,Credit Card,Yes,0,0,267,,,,,,,
C00268,69,177,2153,Two year,Bank Transfer,No,0,0,268,,,,,,,
C00269,19,63,1186,Two year,Electronic Check,No,1,0,269,,,,,,,
C00270,43,81,7187,Two year,Credit Card,No,1,0,270,,,,,,,
C00271,8,160,7182,Month-to-month,Bank Transfer,No,1,1,271,,,,,,,
C00272,43,85,6192,One year,Credit Card,Yes,1,0,272,,,,,,,
C00273,29,64,6131,One year,Electronic Check,Yes,0,0,273,,,,,,,
C00274,67,142,1008,Month-to-month,Electronic Check,No,1,0,274,,,,,,,
C00275,66,196,2989,Month-to-month,Electronic Check,No,0,0,275,,,,,,,
C00276,49,94,4521,One year,Bank Transfer,Yes,1,0,276,,,,,,,
C00277,58,174,1493,Two year,Credit Card,No,0,0,277,,,,,,,
C00278,3,72,4282,One year,Credit Card,Yes,0,0,278,,,,,,,
C00279,66,128,7087,One year,Electronic Check,No,1,0,279,,,,,,,
C00280,57,43,6209,Two year,Bank Transfer,No,1,0,280,,,,,,,
C00281,17,25,7759,Two year,Credit Card,No,1,0,281,,,,,,,
C00282,18,158,7475,Two year,Electronic Check,Yes,0,0,282,,,,,,,
C00283,2,56,7493,Month-to-month,Electronic Check,No,1,1,283,,,,,,,
C00284,13,94,261,Month-to-month,Bank Transfer,Yes,0,0,284,,,,,,,
C00285,26,171,6538,Two year,Credit Card,Yes,0,0,285,,,,,,,
C00286,48,80,6186,Month-to-month,Electronic Check,Yes,1,0,286,,,,,,,
C00287,11,60,627,One year,Electronic Check,No,0,0,287,,,,,,,
C00288,42,83,1173,One year,Bank Transfer,Yes,0,0,288,,,,,,,
C00289,22,58,6472,One year,Electronic Check,No,1,0,289,,,,,,,
C00290,57,123,5518,One year,Credit Card,Yes,1,0,290,,,,,,,
C00291,63,177,5573,One year,Credit Card,Yes,0,0,291,,,,,,,
C00292,65,59,6420,Two year,Credit Card,No,0,0,292,,,,,,,
